usage_month,billing_account_id,project.number,project.id,service.id,service.description,location.location,location.region,carbon_footprint_kgCO2e,carbon_model_version
01/05/2021,19C531-B6OB56-1637BA,101276572887,,95FF-2EF5-5EA1,Cloud Storage,europe-west1,europe-west1,0.0000002404808508,4
01/07/2021,19C531-B6OB56-1637BA,101276572887,,95FF-2EF5-5EA1,Cloud Storage,europe-west1,europe-west1,0,4
01/09/2021,19C531-B6OB56-1637BA,101276572887,,95FF-2EF5-5EA1,Cloud Storage,europe-west1,europe-west1,0,4
01/10/2021,19C531-B6OB56-1637BA,101276572887,,95FF-2EF5-5EA1,Cloud Storage,europe-west1,europe-west1,0,4
01/04/2021,19C531-B6OB56-1637BA,101276572887,,95FF-2EF5-5EA1,Cloud Storage,europe-west1,europe-west1,0.00002602262116,4
01/06/2021,19C531-B6OB56-1637BA,101276572887,,95FF-2EF5-5EA1,Cloud Storage,europe-west1,europe-west1,0,4
01/04/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,us,,0.0000004178415286,4
01/01/2022,19C531-B6OB56-1637BA,101276572884,playground-183,6F81-5844-456A,Compute Engine,us,,0.00000001030739136,4
01/10/2021,19C531-B6OB56-1637BA,101276572890,user2-668,6F81-5844-456A,Compute Engine,us,,0.00000004850981241,4
01/04/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,europe,,0.00000001975242796,4
01/04/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,global,,0.00000009221473155,4
01/07/2021,19C531-B6OB56-1637BA,101276572888,,6F81-5844-456A,Compute Engine,global,,0.00003303003762,4
01/08/2021,19C531-B6OB56-1637BA,101276572888,,6F81-5844-456A,Compute Engine,global,,0.00003112798079,4
01/09/2021,19C531-B6OB56-1637BA,101276572888,,6F81-5844-456A,Compute Engine,global,,0.000001989321777,4
01/02/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,us-east1,us-east1,0.007771123311,4
01/12/2021,19C531-B6OB56-1637BA,101276572889,,6F81-5844-456A,Compute Engine,us-west2,us-west2,0.0002831424563,4
01/03/2022,19C531-B6OB56-1637BA,101276572885,user1-505,6F81-5844-456A,Compute Engine,us-west3,us-west3,0.0009427273482,4
01/10/2021,19C531-B6OB56-1637BA,101276572890,user2-668,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.7317909718,4
01/02/2022,19C531-B6OB56-1637BA,101276572897,intro-321,6F81-5844-456A,Compute Engine,us-central1,us-central1,1.938125049,4
01/01/2022,19C531-B6OB56-1637BA,101276572884,playground-183,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.3555897689,4
01/12/2021,19C531-B6OB56-1637BA,101276572889,,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.0009567647624,4
01/03/2022,19C531-B6OB56-1637BA,101276572897,intro-321,6F81-5844-456A,Compute Engine,us-central1,us-central1,3.039452448,4
01/03/2022,19C531-B6OB56-1637BA,101276572890,user2-668,6F81-5844-456A,Compute Engine,us-central1,us-central1,8.396760315,4
01/07/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.02099192925,4
01/04/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,us-central1,us-central1,3.060268391,4
01/05/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.2005698957,4
01/02/2022,19C531-B6OB56-1637BA,101276572884,playground-183,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.6023563155,4
01/06/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.01573378054,4
01/01/2022,19C531-B6OB56-1637BA,101276572890,user2-668,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.9555323118,4
01/08/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,us-central1,us-central1,2.272942718,4
01/12/2021,19C531-B6OB56-1637BA,101276572894,demo,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.6823278381,4
01/03/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,us-central1,us-central1,4.701158534,4
01/01/2022,19C531-B6OB56-1637BA,101276572894,demo,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.03631768003,4
01/02/2022,19C531-B6OB56-1637BA,101276572890,user2-668,6F81-5844-456A,Compute Engine,us-central1,us-central1,4.697391177,4
01/03/2022,19C531-B6OB56-1637BA,101276572884,playground-183,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.9331560125,4
01/02/2022,19C531-B6OB56-1637BA,101276572894,demo,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.04258423675,4
01/11/2021,19C531-B6OB56-1637BA,101276572890,user2-668,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.03554484304,4
01/02/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.1321336889,4
01/06/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.001017289581,4
01/04/2022,19C531-B6OB56-1637BA,101276572890,user2-668,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.668581075,4
01/11/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.008264954986,4
01/04/2022,19C531-B6OB56-1637BA,101276572884,playground-183,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.02264629781,4
01/12/2021,19C531-B6OB56-1637BA,101276572896,,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.1300388238,4
01/10/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,us-central1,us-central1,11.47096618,4
01/03/2022,19C531-B6OB56-1637BA,101276572894,demo,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.03662038482,4
01/01/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.03204951436,4
01/12/2021,19C531-B6OB56-1637BA,101276572890,user2-668,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.3251159959,4
01/09/2021,19C531-B6OB56-1637BA,101276572898,,6F81-5844-456A,Compute Engine,us-central1,us-central1,0.00004277444493,4
01/09/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,us-central1,us-central1,17.38286571,4
01/07/2021,19C531-B6OB56-1637BA,101276572888,,6F81-5844-456A,Compute Engine,europe-west1,europe-west1,0.1310355659,4
01/08/2021,19C531-B6OB56-1637BA,101276572888,,6F81-5844-456A,Compute Engine,europe-west1,europe-west1,0.2998754797,4
01/02/2022,19C531-B6OB56-1637BA,101276572890,user2-668,6F81-5844-456A,Compute Engine,europe-west1,europe-west1,0.004091197283,4
01/04/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,europe-west1,europe-west1,0.2354613351,4
01/04/2022,19C531-B6OB56-1637BA,101276572892,user3-621,6F81-5844-456A,Compute Engine,europe-west1,europe-west1,0.0009193949802,4
01/08/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,europe-west1,europe-west1,0.006313454135,4
01/09/2021,19C531-B6OB56-1637BA,101276572888,,6F81-5844-456A,Compute Engine,europe-west1,europe-west1,0.03922401273,4
01/05/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,europe-west1,europe-west1,1.008946352,4
01/10/2021,19C531-B6OB56-1637BA,101276572885,user1-505,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,0.01684320468,4
01/03/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,0.02071846945,4
01/04/2022,19C531-B6OB56-1637BA,101276572893,user5,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,0.02884798608,4
01/10/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,0.005842040751,4
01/03/2022,19C531-B6OB56-1637BA,101276572885,user1-505,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,0.001337034786,4
01/06/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,0.08522531499,4
01/01/2022,19C531-B6OB56-1637BA,101276572895,user4,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,3.604286229,4
01/02/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,0.1506220724,4
01/10/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,0.2055594818,4
01/07/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,0.005584288201,4
01/01/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,0.000572094091,4
01/04/2022,19C531-B6OB56-1637BA,101276572892,user3-621,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,1.265548514,4
01/11/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,0.28783844,4
01/03/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,0.003023118867,4
01/11/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,0.003210088634,4
01/08/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,0.004877092946,4
01/02/2022,19C531-B6OB56-1637BA,101276572893,user5,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,0.02138242371,4
01/03/2022,19C531-B6OB56-1637BA,101276572893,user5,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,0.03636353483,4
01/12/2021,19C531-B6OB56-1637BA,101276572889,,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,0.000806343631,4
01/05/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,0.04942457959,4
01/09/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,0.006333317551,4
01/01/2022,19C531-B6OB56-1637BA,101276572893,user5,6F81-5844-456A,Compute Engine,europe-west3,europe-west3,0.07672542691,4
01/08/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,europe-west4,europe-west4,0.004869565252,4
01/06/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,europe-west4,europe-west4,0.004335080285,4
01/07/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,europe-west4,europe-west4,0.005219793081,4
01/01/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,europe-west4,europe-west4,0.002036076837,4
01/03/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,europe-west4,europe-west4,0.005859683833,4
01/05/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,europe-west4,europe-west4,0.004788486936,4
01/04/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,europe-west4,europe-west4,0.009506724469,4
01/11/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,europe-west4,europe-west4,0.002423018901,4
01/02/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,europe-west4,europe-west4,0.005924605238,4
01/09/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,europe-west4,europe-west4,0.004999419698,4
01/10/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,europe-west4,europe-west4,0.005104657171,4
01/08/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,europe-west6,europe-west6,0.6471912338,4
01/09/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,europe-west6,europe-west6,0.01350126616,4
01/10/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,europe-west6,europe-west6,0.01485093213,4
01/11/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,europe-west6,europe-west6,0.007003761007,4
01/04/2021,19C531-B6OB56-1637BA,101276572899,,6F81-5844-456A,Compute Engine,europe-central2,europe-central2,0.05487849713,4
01/08/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,europe-central2,europe-central2,1.473430712,4
01/07/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,europe-central2,europe-central2,1.577070621,4
01/04/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,europe-central2,europe-central2,0.4019423553,4
01/11/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,europe-central2,europe-central2,0.6601644601,4
01/06/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,europe-central2,europe-central2,1.018431076,4
01/05/2021,19C531-B6OB56-1637BA,101276572887,,6F81-5844-456A,Compute Engine,europe-central2,europe-central2,0.6738116055,4
01/01/2021,19C531-B6OB56-1637BA,101276572887,,29E7-DA93-CA13,Cloud Functions,us-central1,us-central1,0.5226433406,4
01/02/2021,19C531-B6OB56-1637BA,101276572887,,29E7-DA93-CA13,Cloud Functions,us-central1,us-central1,0.8014904952,4
01/02/2021,19C531-B6OB56-1637BA,101276572887,,1F14-4801-0E16,Cloud Scheduler,us-central1,us-central1,0.01552153503,4
01/01/2021,19C531-B6OB56-1637BA,101276572887,,1F14-4801-0E16,Cloud Scheduler,us-central1,us-central1,0.02026217455,4
01/04/2022,19C531-B6OB56-1637BA,101276572885,user1-505,CCD8-9BF1-090E,Kubernetes Engine,us-west3-a,us-west3,21.32555407,4
01/03/2022,19C531-B6OB56-1637BA,101276572885,user1-505,CCD8-9BF1-090E,Kubernetes Engine,us-west3-a,us-west3,3.875033221,4
01/02/2022,19C531-B6OB56-1637BA,101276572884,playground-183,CCD8-9BF1-090E,Kubernetes Engine,us-central1,us-central1,0.5649159908,4
01/03/2022,19C531-B6OB56-1637BA,101276572884,playground-183,CCD8-9BF1-090E,Kubernetes Engine,us-central1,us-central1,0.06792479566,4
01/02/2022,19C531-B6OB56-1637BA,101276572897,intro-321,CCD8-9BF1-090E,Kubernetes Engine,us-central1,us-central1,3.343474535,4
01/03/2022,19C531-B6OB56-1637BA,101276572897,intro-321,CCD8-9BF1-090E,Kubernetes Engine,us-central1,us-central1,2.646983488,4
01/08/2021,19C531-B6OB56-1637BA,101276572887,,CCD8-9BF1-090E,Kubernetes Engine,us-central1,us-central1,2.499235699,4
01/10/2021,19C531-B6OB56-1637BA,101276572887,,CCD8-9BF1-090E,Kubernetes Engine,us-central1,us-central1,16.64477044,4
01/09/2021,19C531-B6OB56-1637BA,101276572887,,CCD8-9BF1-090E,Kubernetes Engine,us-central1,us-central1,15.07960346,4
01/04/2022,19C531-B6OB56-1637BA,101276572892,user3-621,CCD8-9BF1-090E,Kubernetes Engine,europe-west1,europe-west1,0.00156999127,4
01/10/2021,19C531-B6OB56-1637BA,101276572885,user1-505,CCD8-9BF1-090E,Kubernetes Engine,europe-west3,europe-west3,0.02596377764,4
01/04/2022,19C531-B6OB56-1637BA,101276572892,user3-621,CCD8-9BF1-090E,Kubernetes Engine,europe-west3,europe-west3,3.099063409,4
01/01/2022,19C531-B6OB56-1637BA,101276572895,user4,CCD8-9BF1-090E,Kubernetes Engine,europe-west3,europe-west3,4.446082354,4
01/08/2021,19C531-B6OB56-1637BA,101276572887,,CCD8-9BF1-090E,Kubernetes Engine,europe-west6,europe-west6,1.652842901,4
01/03/2021,19C531-B6OB56-1637BA,101276572887,,CCD8-9BF1-090E,Kubernetes Engine,us-central1-c,us-central1,13.7721533,4
01/12/2021,19C531-B6OB56-1637BA,101276572896,,CCD8-9BF1-090E,Kubernetes Engine,us-central1-c,us-central1,0.7008493445,4
01/10/2021,19C531-B6OB56-1637BA,101276572890,user2-668,CCD8-9BF1-090E,Kubernetes Engine,us-central1-c,us-central1,0.06674108812,4
01/04/2021,19C531-B6OB56-1637BA,101276572887,,CCD8-9BF1-090E,Kubernetes Engine,us-central1-c,us-central1,8.450958014,4
01/02/2022,19C531-B6OB56-1637BA,101276572890,user2-668,CCD8-9BF1-090E,Kubernetes Engine,us-central1-c,us-central1,4.337555756,4
01/12/2021,19C531-B6OB56-1637BA,101276572894,demo,CCD8-9BF1-090E,Kubernetes Engine,us-central1-c,us-central1,6.5166324,4
01/01/2022,19C531-B6OB56-1637BA,101276572890,user2-668,CCD8-9BF1-090E,Kubernetes Engine,us-central1-c,us-central1,0.01310251635,4
01/01/2022,19C531-B6OB56-1637BA,101276572884,playground-183,CCD8-9BF1-090E,Kubernetes Engine,us-central1-c,us-central1,1.34126544,4
01/02/2021,19C531-B6OB56-1637BA,101276572887,,CCD8-9BF1-090E,Kubernetes Engine,us-central1-c,us-central1,0.14814366,4
01/08/2021,19C531-B6OB56-1637BA,101276572887,,CCD8-9BF1-090E,Kubernetes Engine,us-central1-c,us-central1,0.007172679506,4
01/06/2021,19C531-B6OB56-1637BA,101276572899,,CCD8-9BF1-090E,Kubernetes Engine,us-central1-c,us-central1,0.007648058863,4
